"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"2749","Q63MN4_BURPS","Q63MN4","Burkholderia pseudomallei (strain K96243)","272560","Q63MN4","BX571966","CAH38073.1","BPSS0616","BPSS0616","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","GO:0003700; GO:0043565","bps:BPSS0616","COG2207",NA
"2750","Q63XI5_BURPS","Q63XI5","Burkholderia pseudomallei (strain K96243)","272560","Q63XI5","BX571965","CAH34544.1","BPSL0555","BPSL0555",NA,NA,"bps:BPSL0555","COG1652",NA
"2751","Q63M37_BURPS","Q63M37","Burkholderia pseudomallei (strain K96243)","272560","Q63M37","BX571966","CAH38285.1","BPSS0823","BPSS0823",NA,NA,"bps:BPSS0823","ENOG5033SYK",NA
"2752","Q63WQ1_BURPS","Q63WQ1","Burkholderia pseudomallei (strain K96243)","272560","Q63WQ1","BX571965","CAH34832.1","BPSL0841","BPSL0841","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSL0841","COG0583",NA
"2753","Q63JK3_BURPS","Q63JK3","Burkholderia pseudomallei (strain K96243)","272560","Q63JK3","BX571966","CAH39187.1","BPSS1713","BPSS1713",NA,NA,"bps:BPSS1713","COG0346",NA
"2754","Q63X49_BURPS","Q63X49","Burkholderia pseudomallei (strain K96243)","272560","Q63X49","BX571965","CAH34681.1","glpD","glpD BPSL0688","glycerol-3-phosphate dehydrogenase complex [GO:0009331]; sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity [GO:0052591]; glycerol-3-phosphate metabolic process [GO:0006072]","GO:0006072; GO:0009331; GO:0052591","bps:BPSL0688","COG0578",NA
"2755","Q63ND8_BURPS","Q63ND8","Burkholderia pseudomallei (strain K96243)","272560","Q63ND8","BX571966","CAH37809.1","BPSS0361","BPSS0361",NA,NA,"bps:BPSS0361","COG3193",NA
"2756","Q63MG1_BURPS","Q63MG1","Burkholderia pseudomallei (strain K96243)","272560","Q63MG1","BX571966","CAH38156.1","hpcD","hpcD BPSS0696","5-carboxymethyl-2-hydroxymuconate delta-isomerase activity [GO:0008704]; aromatic compound catabolic process [GO:0019439]","GO:0008704; GO:0019439","bps:BPSS0696","COG3232",NA
"2757","Q63LR4_BURPS","Q63LR4","Burkholderia pseudomallei (strain K96243)","272560","Q63LR4","BX571966","CAH38411.1","BPSS0949","BPSS0949",NA,NA,"bps:BPSS0949","ENOG50316VV",NA
"2758","Q63XW6_BURPS","Q63XW6","Burkholderia pseudomallei (strain K96243)","272560","Q63XW6","BX571965","CAH34412.1","BPSL0424","BPSL0424","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857","bps:BPSL0424","COG4147",NA
"2759","Q63HV0_BURPS","Q63HV0","Burkholderia pseudomallei (strain K96243)","272560","Q63HV0","BX571966","CAH39806.1","BPSS2320","BPSS2320","holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]","GO:0000287; GO:0008897","bps:BPSS2320","COG2091",NA
"2760","Q63K91_BURPS","Q63K91","Burkholderia pseudomallei (strain K96243)","272560","Q63K91","BX571966","CAH38946.1","BPSS1474","BPSS1474","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700","bps:BPSS1474","COG1349",NA
"2761","Q63TH6_BURPS","Q63TH6","Burkholderia pseudomallei (strain K96243)","272560","Q63TH6","BX571965","CAH35991.1","BPSL1992","BPSL1992","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857","bps:BPSL1992","COG1172",NA
"2762","Q63JE1_BURPS","Q63JE1","Burkholderia pseudomallei (strain K96243)","272560","Q63JE1","BX571966","CAH39253.1","amn","amn BPSS1777","AMP nucleosidase activity [GO:0008714]; AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116]","GO:0008714; GO:0009116; GO:0044209","bps:BPSS1777","COG0775",NA
"2763","Q63L70_BURPS","Q63L70","Burkholderia pseudomallei (strain K96243)","272560","Q63L70","BX571966","CAH38606.1","BPSS1138","BPSS1138",NA,NA,"bps:BPSS1138","COG2191",NA
"2764","Q63WR0_BURPS","Q63WR0","Burkholderia pseudomallei (strain K96243)","272560","Q63WR0","BX571965","CAH34823.1","BPSL0832","BPSL0832","hydrolase activity [GO:0016787]","GO:0016787","bps:BPSL0832","COG0637",NA
"2765","Q63JY8_BURPS","Q63JY8","Burkholderia pseudomallei (strain K96243)","272560","Q63JY8","BX571966","CAH39051.1","BPSS1578","BPSS1578",NA,NA,"bps:BPSS1578","COG0455",NA
"2766","Q63V91_BURPS","Q63V91","Burkholderia pseudomallei (strain K96243)","272560","Q63V91","BX571965","CAH35348.1","BPSL1350","BPSL1350","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid transport [GO:0006865]","GO:0005886; GO:0006865; GO:0016021","bps:BPSL1350","COG1280",NA
"2767","Q63TI3_BURPS","Q63TI3","Burkholderia pseudomallei (strain K96243)","272560","Q63TI3","BX571965","CAH35984.1","BPSL1985","BPSL1985","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0006355","bps:BPSL1985","COG0745",NA
"2768","Q63PV7_BURPS","Q63PV7","Burkholderia pseudomallei (strain K96243)","272560","Q63PV7","BX571965","CAH37278.1","BPSL3265","BPSL3265",NA,NA,"bps:BPSL3265","ENOG5031AZX",NA
"2769","Q63XJ4_BURPS","Q63XJ4","Burkholderia pseudomallei (strain K96243)","272560","Q63XJ4","BX571965","CAH34535.1","BPSL0546","BPSL0546","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857","bps:BPSL0546","COG2814",NA
"2770","Q63TK0_BURPS","Q63TK0","Burkholderia pseudomallei (strain K96243)","272560","Q63TK0","BX571965","CAH35967.1","BPSL1968","BPSL1968","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL1968","COG3308",NA
"2771","Q63XI3_BURPS","Q63XI3","Burkholderia pseudomallei (strain K96243)","272560","Q63XI3","BX571965","CAH34546.1","BPSL0557","BPSL0557",NA,NA,"bps:BPSL0557","COG1112",NA
"2772","Q63U13_BURPS","Q63U13","Burkholderia pseudomallei (strain K96243)","272560","Q63U13","BX571965","CAH35803.1","amrA","amrA BPSL1804","membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]","GO:0016020; GO:0022857","bps:BPSL1804","COG0845",NA
"2773","Q63QV7_BURPS","Q63QV7","Burkholderia pseudomallei (strain K96243)","272560","Q63QV7","BX571965","CAH36927.1","BPSL2917","BPSL2917",NA,NA,"bps:BPSL2917","COG0071",NA
"2774","Q63MK5_BURPS","Q63MK5","Burkholderia pseudomallei (strain K96243)","272560","Q63MK5","BX571966","CAH38104.1","BPSS0647","BPSS0647","thiosulfate sulfurtransferase activity [GO:0004792]","GO:0004792","bps:BPSS0647","COG0607",NA
"2775","Q63TB0_BURPS","Q63TB0","Burkholderia pseudomallei (strain K96243)","272560","Q63TB0","BX571965","CAH36058.1","BPSL2057","BPSL2057","electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","GO:0009055; GO:0020037; GO:0046872","bps:BPSL2057","COG2010",NA
"2776","Q63WY7_BURPS","Q63WY7","Burkholderia pseudomallei (strain K96243)","272560","Q63WY7","BX571965","CAH34745.1","BPSL0752","BPSL0752",NA,NA,"bps:BPSL0752","ENOG502ZC4T",NA
"2777","Q63PP0_BURPS","Q63PP0","Burkholderia pseudomallei (strain K96243)","272560","Q63PP0","BX571965","CAH37346.1","acpA","acpA BPSL3333","acid phosphatase activity [GO:0003993]; phosphatidylcholine phospholipase C activity [GO:0034480]","GO:0003993; GO:0034480","bps:BPSL3333","COG3511",NA
"2778","Q63LS2_BURPS","Q63LS2","Burkholderia pseudomallei (strain K96243)","272560","Q63LS2","BX571966","CAH38403.1","BPSS0940","BPSS0940",NA,NA,"bps:BPSS0940","COG2423",NA
"2779","Q63VF8_BURPS","Q63VF8","Burkholderia pseudomallei (strain K96243)","272560","Q63VF8","BX571965","CAH35281.1","BPSL1287","BPSL1287","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL1287","COG0697",NA
"2780","Q63JY6_BURPS","Q63JY6","Burkholderia pseudomallei (strain K96243)","272560","Q63JY6","BX571966","CAH39053.1","BPSS1579","BPSS1579","cyclic-di-GMP binding [GO:0035438]","GO:0035438","bps:BPSS1579","ENOG502Z9EC",NA
"2781","Q63QN6_BURPS","Q63QN6","Burkholderia pseudomallei (strain K96243)","272560","Q63QN6","BX571965","CAH36998.1","BPSL2988","BPSL2988","kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]","GO:0016301; GO:0016773","bps:BPSL2988","COG0524",NA
"2782","Q63KZ0_BURPS","Q63KZ0","Burkholderia pseudomallei (strain K96243)","272560","Q63KZ0","BX571966","CAH38690.1","BPSS1223","BPSS1223","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSS1223","COG3687",NA
"2783","Q63PD0_BURPS","Q63PD0","Burkholderia pseudomallei (strain K96243)","272560","Q63PD0","BX571966","CAH37458.1","BPSS0015","BPSS0015","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSS0015","ENOG5032Z14",NA
"2784","Q63S15_BURPS","Q63S15","Burkholderia pseudomallei (strain K96243)","272560","Q63S15","BX571965","CAH36513.1","cysM","cysM BPSL2507","cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535]","GO:0004124; GO:0006535","bps:BPSL2507","COG0031",NA
"2785","Q63ND6_BURPS","Q63ND6","Burkholderia pseudomallei (strain K96243)","272560","Q63ND6","BX571966","CAH37811.1","BPSS0363","BPSS0363",NA,NA,"bps:BPSS0363","ENOG50313B9",NA
"2786","Q63PT7_BURPS","Q63PT7","Burkholderia pseudomallei (strain K96243)","272560","Q63PT7","BX571965","CAH37298.1","BPSL3285","BPSL3285","nitronate monooxygenase activity [GO:0018580]","GO:0018580","bps:BPSL3285","COG2070",NA
"2787","Q63PY9_BURPS","Q63PY9","Burkholderia pseudomallei (strain K96243)","272560","Q63PY9","BX571965","CAH37246.1","BPSL3235","BPSL3235",NA,NA,"bps:BPSL3235","ENOG5030QRA",NA
"2788","Q63TL1_BURPS","Q63TL1","Burkholderia pseudomallei (strain K96243)","272560","Q63TL1","BX571965","CAH35956.1","BPSL1957","BPSL1957","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; organic substance metabolic process [GO:0071704]","GO:0004553; GO:0071704","bps:BPSL1957","COG3664",NA
"2789","Q63TR9_BURPS","Q63TR9","Burkholderia pseudomallei (strain K96243)","272560","Q63TR9","BX571965","CAH35897.1","BPSL1897","BPSL1897","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL1897","COG4961",NA
"2790","Q63UU9_BURPS","Q63UU9","Burkholderia pseudomallei (strain K96243)","272560","Q63UU9","BX571965","CAH35498.1","trxA","trxA BPSL1497","protein-disulfide reductase activity [GO:0015035]; glycerol ether metabolic process [GO:0006662]","GO:0006662; GO:0015035","bps:BPSL1497","COG3118",NA
"2791","Q63TV0_BURPS","Q63TV0","Burkholderia pseudomallei (strain K96243)","272560","Q63TV0","BX571965","CAH35866.1","BPSL1867","BPSL1867","membrane [GO:0016020]; ligand-gated ion channel activity [GO:0015276]","GO:0015276; GO:0016020","bps:BPSL1867","COG0834",NA
"2792","Q63X13_BURPS","Q63X13","Burkholderia pseudomallei (strain K96243)","272560","Q63X13","BX571965","CAH34719.1","BPSL0727","BPSL0727",NA,NA,"bps:BPSL0727","ENOG5032RMA",NA
"2793","Q63UC9_BURPS","Q63UC9","Burkholderia pseudomallei (strain K96243)","272560","Q63UC9","BX571965","CAH35676.1","BPSL1677","BPSL1677","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857","bps:BPSL1677","COG0477",NA
"2794","Q63Y36_BURPS","Q63Y36","Burkholderia pseudomallei (strain K96243)","272560","Q63Y36","BX571965","CAH34341.1","BPSL0353","BPSL0353","serine-type carboxypeptidase activity [GO:0004185]","GO:0004185","bps:BPSL0353","COG2939",NA
"2795","Q63U65_BURPS","Q63U65","Burkholderia pseudomallei (strain K96243)","272560","Q63U65","BX571965","CAH35750.1","BPSL1751","BPSL1751",NA,NA,"bps:BPSL1751","COG0683",NA
"2796","Q63M67_BURPS","Q63M67","Burkholderia pseudomallei (strain K96243)","272560","Q63M67","BX571966","CAH38255.1","BPSS0795","BPSS0795","racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]","GO:0016857","bps:BPSS0795","COG3254",NA
"2797","Q63YR5_BURPS","Q63YR5","Burkholderia pseudomallei (strain K96243)","272560","Q63YR5","BX571965","CAH34109.1","BPSL0123","BPSL0123","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid transport [GO:0006865]","GO:0005886; GO:0006865; GO:0016021","bps:BPSL0123","COG1280",NA
"2798","Q63P61_BURPS","Q63P61","Burkholderia pseudomallei (strain K96243)","272560","Q63P61","BX571966","CAH37531.1","BPSS0085","BPSS0085","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSS0085","COG5488",NA
"2799","Q63WY1_BURPS","Q63WY1","Burkholderia pseudomallei (strain K96243)","272560","Q63WY1","BX571965","CAH34752.1","BPSL0760","BPSL0760",NA,NA,"bps:BPSL0760",NA,NA
"2800","Q63MH0_BURPS","Q63MH0","Burkholderia pseudomallei (strain K96243)","272560","Q63MH0","BX571966","CAH38147.1","BPSS0687","BPSS0687","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","GO:0000155; GO:0016021","bps:BPSS0687","COG2205",NA
"2801","Q63IX2_BURPS","Q63IX2","Burkholderia pseudomallei (strain K96243)","272560","Q63IX2","BX571966","CAH39422.1","adhA","adhA BPSS1944","alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]","GO:0004022; GO:0008270","bps:BPSS1944","COG1064",NA
"2802","Q63JS5_BURPS","Q63JS5","Burkholderia pseudomallei (strain K96243)","272560","Q63JS5","BX571966","CAH39114.1","BPSS1639","BPSS1639","citrate (pro-3S)-lyase activity [GO:0008815]; metal ion binding [GO:0046872]","GO:0008815; GO:0046872","bps:BPSS1639","COG2301",NA
"2803","Q63XY5_BURPS","Q63XY5","Burkholderia pseudomallei (strain K96243)","272560","Q63XY5","BX571965","CAH34392.1","BPSL0404","BPSL0404",NA,NA,"bps:BPSL0404","COG3218",NA
"2804","Q63L12_BURPS","Q63L12","Burkholderia pseudomallei (strain K96243)","272560","Q63L12","BX571966","CAH38666.1","BPSS1199","BPSS1199","catalytic activity [GO:0003824]; transition metal ion binding [GO:0046914]; nitrogen compound metabolic process [GO:0006807]","GO:0003824; GO:0006807; GO:0046914","bps:BPSS1199",NA,NA
"2805","Q63VU3_BURPS","Q63VU3","Burkholderia pseudomallei (strain K96243)","272560","Q63VU3","BX571965","CAH35146.1","BPSL1152","BPSL1152",NA,NA,"bps:BPSL1152",NA,NA
"2806","Q63TT3_BURPS","Q63TT3","Burkholderia pseudomallei (strain K96243)","272560","Q63TT3","BX571965","CAH35883.1","BPSL1884","BPSL1884",NA,NA,"bps:BPSL1884","ENOG502Z84D",NA
"2807","Q63YL9_BURPS","Q63YL9","Burkholderia pseudomallei (strain K96243)","272560","Q63YL9","BX571965","CAH34155.1","BPSL0168","BPSL0168","viral capsid assembly [GO:0019069]","GO:0019069","bps:BPSL0168","ENOG5032SDV",NA
"2808","Q63SE9_BURPS","Q63SE9","Burkholderia pseudomallei (strain K96243)","272560","Q63SE9","BX571965","CAH36376.1","BPSL2374","BPSL2374",NA,NA,"bps:BPSL2374","COG2151",NA
"2809","Q63JM4_BURPS","Q63JM4","Burkholderia pseudomallei (strain K96243)","272560","Q63JM4","BX571966","CAH39166.1","BPSS1693","BPSS1693","integral component of membrane [GO:0016021]; toxin biosynthetic process [GO:0009403]","GO:0009403; GO:0016021","bps:BPSS1693","COG1286",NA
"2810","Q63SV5_BURPS","Q63SV5","Burkholderia pseudomallei (strain K96243)","272560","Q63SV5","BX571965","CAH36218.1","BPSL2216","BPSL2216","ATP binding [GO:0005524]; kinase activity [GO:0016301]","GO:0005524; GO:0016301","bps:BPSL2216","COG4542",NA
"2811","Q63SV5_BURPS","Q63SV5","Burkholderia pseudomallei (strain K96243)","272560","Q63SV5","BX571965","CAH36218.1","BPSL2216","BPSL2216","ATP binding [GO:0005524]; kinase activity [GO:0016301]","GO:0005524; GO:0016301","bps:BPSL2216","COG2895",NA
"2812","Q63QR7_BURPS","Q63QR7","Burkholderia pseudomallei (strain K96243)","272560","Q63QR7","BX571965","CAH36967.1","BPSL2957","BPSL2957",NA,NA,"bps:BPSL2957","COG2732",NA
"2813","Q63HR9_BURPS","Q63HR9","Burkholderia pseudomallei (strain K96243)","272560","Q63HR9","BX571966","CAH39837.1","BPSS2350","BPSS2350","DNA binding [GO:0003677]","GO:0003677","bps:BPSS2350","COG1475",NA
"2814","Q63YB0_BURPS","Q63YB0","Burkholderia pseudomallei (strain K96243)","272560","Q63YB0","BX571965","CAH34266.1","BPSL0278","BPSL0278","periplasmic space [GO:0042597]; amidase activity [GO:0004040]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; bacterial-type flagellum assembly [GO:0044780]; metabolic process [GO:0008152]","GO:0004040; GO:0008152; GO:0016798; GO:0042597; GO:0044780","bps:BPSL0278","COG1705",NA
"2815","Q63YB0_BURPS","Q63YB0","Burkholderia pseudomallei (strain K96243)","272560","Q63YB0","BX571965","CAH34266.1","BPSL0278","BPSL0278","periplasmic space [GO:0042597]; amidase activity [GO:0004040]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; bacterial-type flagellum assembly [GO:0044780]; metabolic process [GO:0008152]","GO:0004040; GO:0008152; GO:0016798; GO:0042597; GO:0044780","bps:BPSL0278","COG3951",NA
"2816","Q63LS6_BURPS","Q63LS6","Burkholderia pseudomallei (strain K96243)","272560","Q63LS6","BX571966","CAH38399.1","BPSS0936","BPSS0936","integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]","GO:0016021; GO:0016491","bps:BPSS0936","COG0665",NA
"2817","Q63KZ3_BURPS","Q63KZ3","Burkholderia pseudomallei (strain K96243)","272560","Q63KZ3","BX571966","CAH38687.1","araF","araF BPSS1220","periplasmic space [GO:0042597]; L-arabinose transmembrane transport [GO:0042882]","GO:0042597; GO:0042882","bps:BPSS1220","COG1879",NA
"2818","Q63MM2_BURPS","Q63MM2","Burkholderia pseudomallei (strain K96243)","272560","Q63MM2","BX571966","CAH38085.1","glsA","glsA BPSS0628","glutaminase activity [GO:0004359]; glutamine metabolic process [GO:0006541]","GO:0004359; GO:0006541","bps:BPSS0628","COG2066",NA
"2819","Q63TC6_BURPS","Q63TC6","Burkholderia pseudomallei (strain K96243)","272560","Q63TC6","BX571965","CAH36042.1","BPSL2042A","BPSL2042A",NA,NA,"bps:BPSL2042A",NA,NA
"2820","Q63WS7_BURPS","Q63WS7","Burkholderia pseudomallei (strain K96243)","272560","Q63WS7","BX571965","CAH34806.1","bpeB","bpeB BPSL0815","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transport [GO:0042908]","GO:0005886; GO:0015562; GO:0016021; GO:0042908","bps:BPSL0815","COG0841",NA
"2821","Q63VF4_BURPS","Q63VF4","Burkholderia pseudomallei (strain K96243)","272560","Q63VF4","BX571965","CAH35285.1","BPSL1290a","BPSL1290a",NA,NA,"bps:BPSL1290a",NA,NA
"2822","Q63X99_BURPS","Q63X99","Burkholderia pseudomallei (strain K96243)","272560","Q63X99","BX571965","CAH34631.1","BPSL0638","BPSL0638","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL0638","COG4395",NA
"2823","Q63SL4_BURPS","Q63SL4","Burkholderia pseudomallei (strain K96243)","272560","Q63SL4","BX571965","CAH36309.1","dinB","dinB BPSL2306","cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-dependent DNA replication [GO:0006261]; SOS response [GO:0009432]","GO:0000287; GO:0003684; GO:0003887; GO:0005737; GO:0006261; GO:0006281; GO:0009432","bps:BPSL2306","COG0389",NA
"2824","Q63KS7_BURPS","Q63KS7","Burkholderia pseudomallei (strain K96243)","272560","Q63KS7","BX571966","CAH38755.1","BPSS1286","BPSS1286",NA,NA,"bps:BPSS1286","ENOG5030X80",NA
"2825","Q63KC4_BURPS","Q63KC4","Burkholderia pseudomallei (strain K96243)","272560","Q63KC4","BX571966","CAH38911.1","BPSS1438","BPSS1438",NA,NA,"bps:BPSS1438","COG0457",NA
"2826","Q63KC4_BURPS","Q63KC4","Burkholderia pseudomallei (strain K96243)","272560","Q63KC4","BX571966","CAH38911.1","BPSS1438","BPSS1438",NA,NA,"bps:BPSS1438","COG0859",NA
"2827","Q63X48_BURPS","Q63X48","Burkholderia pseudomallei (strain K96243)","272560","Q63X48","BX571965","CAH34682.1","BPSL0689","BPSL0689",NA,NA,"bps:BPSL0689","ENOG502ZZD3",NA
"2828","Q63NJ5_BURPS","Q63NJ5","Burkholderia pseudomallei (strain K96243)","272560","Q63NJ5","BX571966","CAH37752.1","BPSS0304","BPSS0304",NA,NA,"bps:BPSS0304","COG3882",NA
"2829","Q63TP3_BURPS","Q63TP3","Burkholderia pseudomallei (strain K96243)","272560","Q63TP3","BX571965","CAH35923.1","BPSL1923","BPSL1923","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSL1923","COG0583",NA
"2830","Q63U14_BURPS","Q63U14","Burkholderia pseudomallei (strain K96243)","272560","Q63U14","BX571965","CAH35802.1","amrB","amrB BPSL1803","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transport [GO:0042908]","GO:0005886; GO:0015562; GO:0016021; GO:0042908","bps:BPSL1803","COG0841",NA
"2831","Q63MC8_BURPS","Q63MC8","Burkholderia pseudomallei (strain K96243)","272560","Q63MC8","BX571966","CAH38191.1","BPSS0732","BPSS0732",NA,NA,"bps:BPSS0732","ENOG50342YU",NA
"2832","Q63YY1_BURPS","Q63YY1","Burkholderia pseudomallei (strain K96243)","272560","Q63YY1","BX571965","CAH34042.1","BPSL0059","BPSL0059",NA,NA,"bps:BPSL0059","COG3327",NA
"2833","Q63TQ9_BURPS","Q63TQ9","Burkholderia pseudomallei (strain K96243)","272560","Q63TQ9","BX571965","CAH35907.1","odhL","odhL BPSL1907","dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; cell redox homeostasis [GO:0045454]","GO:0004148; GO:0045454; GO:0050660","bps:BPSL1907","COG1249",NA
"2834","Q63Q41_BURPS","Q63Q41","Burkholderia pseudomallei (strain K96243)","272560","Q63Q41","BX571965","CAH37194.1","hemB","hemB BPSL3183","metal ion binding [GO:0046872]; porphobilinogen synthase activity [GO:0004655]; protoporphyrinogen IX biosynthetic process [GO:0006782]","GO:0004655; GO:0006782; GO:0046872","bps:BPSL3183","COG0113",NA
"2835","Q63PP7_BURPS","Q63PP7","Burkholderia pseudomallei (strain K96243)","272560","Q63PP7","BX571965","CAH37339.1","BPSL3326","BPSL3326","3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]","GO:0004315; GO:0006633","bps:BPSL3326","COG0332",NA
"2836","Q63UI2_BURPS","Q63UI2","Burkholderia pseudomallei (strain K96243)","272560","Q63UI2","BX571965","CAH35618.1","BPSL1618","BPSL1618",NA,NA,"bps:BPSL1618","COG2072",NA
"2837","Q63JG6_BURPS","Q63JG6","Burkholderia pseudomallei (strain K96243)","272560","Q63JG6","BX571966","CAH39225.1","BPSS1750","BPSS1750",NA,NA,"bps:BPSS1750","COG2813",NA
"2838","Q63Q59_BURPS","Q63Q59","Burkholderia pseudomallei (strain K96243)","272560","Q63Q59","BX571965","CAH37176.1","BPSL3166","BPSL3166","transmembrane transport [GO:0055085]","GO:0055085","bps:BPSL3166","COG1653",NA
"2839","H7C762_BURPS","H7C762","Burkholderia pseudomallei (strain K96243)","272560","H7C762","BX571965","CAH36876.1","oxyR","oxyR BPSL2866","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSL2866","COG0583",NA
"2840","Q63I93_BURPS","Q63I93","Burkholderia pseudomallei (strain K96243)","272560","Q63I93","BX571966","CAH39662.1","BPSS2177","BPSS2177","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSS2177","COG0583",NA
"2841","Q63JH7_BURPS","Q63JH7","Burkholderia pseudomallei (strain K96243)","272560","Q63JH7","BX571966","CAH39214.1","BPSS1739","BPSS1739","catalytic activity [GO:0003824]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]","GO:0003700; GO:0003824; GO:0009058; GO:0030170","bps:BPSS1739","COG1167",NA
"2842","Q63MP2_BURPS","Q63MP2","Burkholderia pseudomallei (strain K96243)","272560","Q63MP2","BX571966","CAH38065.1","BPSS0608","BPSS0608","dioxygenase activity [GO:0051213]","GO:0051213","bps:BPSS0608","COG2175",NA
"2843","Q63V71_BURPS","Q63V71","Burkholderia pseudomallei (strain K96243)","272560","Q63V71","BX571965","CAH35368.1","BPSL1370","BPSL1370",NA,NA,"bps:BPSL1370","COG0406",NA
"2844","Q63J76_BURPS","Q63J76","Burkholderia pseudomallei (strain K96243)","272560","Q63J76","BX571966","CAH39318.1","BPSS1842","BPSS1842",NA,NA,"bps:BPSS1842","COG3832",NA
"2845","Q63TN9_BURPS","Q63TN9","Burkholderia pseudomallei (strain K96243)","272560","Q63TN9","BX571965","CAH35927.1","BPSL1927","BPSL1927",NA,NA,"bps:BPSL1927","COG1434",NA
"2846","Q63WW6_BURPS","Q63WW6","Burkholderia pseudomallei (strain K96243)","272560","Q63WW6","BX571965","CAH34767.1","BPSL0775","BPSL0775","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0006355","bps:BPSL0775","COG0745",NA
"2847","Q63NR6_BURPS","Q63NR6","Burkholderia pseudomallei (strain K96243)","272560","Q63NR6","BX571966","CAH37680.1","BPSS0234","BPSS0234","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021","bps:BPSS0234","COG1294",NA
"2848","Q63MT9_BURPS","Q63MT9","Burkholderia pseudomallei (strain K96243)","272560","Q63MT9","BX571966","CAH38016.1","BPSS0559","BPSS0559","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSS0559","COG0583",NA
"2849","Q63MN1_BURPS","Q63MN1","Burkholderia pseudomallei (strain K96243)","272560","Q63MN1","BX571966","CAH38076.1","mmsA","mmsA BPSS0619","methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]","GO:0004491","bps:BPSS0619","COG1012",NA
"2850","Q63RU4_BURPS","Q63RU4","Burkholderia pseudomallei (strain K96243)","272560","Q63RU4","BX571965","CAH36584.1","BPSL2576","BPSL2576",NA,NA,"bps:BPSL2576",NA,NA
