Synonym,Raw.Counts..brpT.Replicate.1,Raw.Counts..brpT.Replicate.2,Raw.Counts..brpT.Replicate.3,Raw.Counts..brpT.Replicate.4,Raw.Counts..brpT.Replicate.5,Raw.Counts.WT_SK36.Replicate.1,Raw.Counts.WT_SK36.Replicate.2,Raw.Counts.WT_SK36.Replicate.3,Raw.Counts.WT_SK36.Replicate.4,Raw.Counts.WT_SK36.Replicate.5
SSA_0755,6241,5003,8867,6510,6720,6061,5674,7166,5148,6875
SSA_0756,49153,52775,76888,55146,60968,75884,76365,92140,70635,79188
SSA_0757,178,190,217,174,196,118,127,164,124,130
SSA_0758,566,628,688,547,669,337,400,520,387,366
SSA_0759,360,441,476,388,469,245,321,401,282,310
SSA_0760,1142,1361,1507,1073,1369,758,901,1082,808,881
SSA_0761,754,478,989,701,754,516,614,722,473,510
SSA_0762,2658,1674,3530,2460,2503,1575,1726,1866,1612,2062
SSA_0763,1285,901,1637,1231,1139,989,936,1096,867,1187
SSA_0765,2228,1842,2992,2116,2066,1776,1937,2295,1873,2103
SSA_0766,2384,1955,3274,2368,2370,2144,2236,2592,2086,2349
SSA_0767,2056,1742,2480,1899,2471,543,647,729,602,828
SSA_0768,30045,29619,41406,31101,31874,35919,34348,41884,32782,35115
SSA_0769,2167,1867,3055,2179,2219,2091,2211,2734,2042,2434
predicted RNA,1016,843,1401,942,1094,1072,950,1182,926,978
SSA_0770,51898,44642,67532,51318,51817,38453,37033,44644,35551,44679
SSA_0771,42248,29480,51639,37690,42015,17065,18344,17615,13278,17680
SSA_0772,69806,68733,88766,67846,76003,56678,60076,77755,49447,66846
SSA_0773,298342,298874,434068,316631,344310,253792,263010,318142,250637,310108
SSA_0774,45742,42899,62908,46139,48729,17271,14494,14974,11925,18583
SSA_0775,14437,14772,26928,18261,21872,23638,29315,39407,29572,32350
SSA_0776,13994,14428,25822,17042,19988,15654,20269,28918,22188,22052
SSA_0777,17099,16824,29286,19589,21965,14237,19183,28056,21907,21235
SSA_0778,21684,20123,33607,23160,25412,13883,19139,26760,21124,20583
SSA_0779,21056,19638,31451,21797,24214,16537,17366,22689,18730,20475
SSA_0780,1909,1909,2522,1901,2123,1510,1846,1930,1516,1722
SSA_0781,11160,10881,14745,10634,12244,9436,9094,9962,7905,10925
SSA_0782,17169,15485,20995,16130,15582,7456,9570,11619,7013,9558
SSA_0783,92814,71102,129231,96085,95380,55115,52617,57837,46892,67199
predicted RNA,2413,1564,3498,2577,2607,1668,1562,1758,1487,2001
SSA_0784,68448,55390,95902,71480,74074,55910,55627,64657,48805,61710
SSA_0785,68409,60773,95892,71147,77373,61179,65120,73379,59443,70804
SSA_0786,152204,152050,227271,168482,182744,181766,183682,212051,167174,200015
SSA_0787,107252,103882,170704,121302,135029,142166,143915,167078,130071,158086
SSA_0788,173137,194708,279933,197737,226266,268557,276810,330472,255666,287824
SSA_0789,60289,61162,96199,69483,77006,84708,86330,103853,83762,95747
SSA_0790,925,606,1121,827,890,597,755,825,628,906
SSA_0791,12796,11838,16699,12353,13471,8623,8163,9016,7112,10026
SSA_0792,1748,1598,2343,1765,1942,1167,1235,1372,1032,1467
SSA_0793,9681,10009,12925,9712,10561,8321,7614,8595,6534,8261
SSA_0794,1992,1852,2727,2096,2281,1434,1469,1749,1466,1563
SSA_0795,1575,1271,1913,1474,1704,1144,1232,1422,1130,1177
SSA_0796,7615,7547,9926,7286,8275,6911,7278,8242,6590,8305
SSA_0797,3505,2908,5246,3787,4309,4005,4363,5117,3916,4988
SSA_0798,8129,6721,10863,8295,9137,6177,6446,7282,5979,7711
SSA_0799,5250,3962,8041,6046,6358,6193,6074,7357,5918,6535
SSA_0800,8201,8202,11455,8744,9340,9997,9522,11194,8506,10403
SSA_0801,12023,11702,15249,11995,12311,10454,9355,10877,8323,11390
SSA_0802,6693,4960,7914,6385,6380,2084,1897,2017,1615,3099
SSA_0803,8545,7102,10979,7997,8435,4481,3992,4401,3471,5968
SSA_0804,21382,20237,29302,21502,23615,19285,17264,18840,14801,19419
SSA_0805,257032,239579,356371,262307,298579,140011,150530,173647,141097,165111
SSA_0806,2363,2097,2957,2245,2397,773,1073,1263,1007,1092
SSA_0807,17920,17297,23900,17622,20164,14569,15055,17303,13210,16675
SSA_0808,4404,4197,5794,4188,4991,3084,3189,3512,2792,3426
SSA_0809,2771,2023,3615,2534,2649,1709,1578,1865,1336,2121
SSA_0810,7485,7089,10663,7634,8220,7456,7113,8446,6632,8758
SSA_0811,10210,10914,15547,11108,12713,13589,14123,17190,13539,15301
SSA_0812,9806,10531,15325,10992,12652,15330,14237,17268,13340,15162
SSA_0813,8091,7477,10185,7712,8361,3524,3108,3698,2666,4887
SSA_0814,22876,23272,35544,26543,28216,29358,29706,36563,28152,31686
SSA_0815,412,367,445,393,609,518,642,636,476,523
SSA_0816,2961,2759,4173,3176,3528,4449,6266,7871,5400,5094
SSA_0817,15059,13240,21885,15885,18179,22399,26063,33621,25838,26317
SSA_0818,825,692,1088,802,916,618,672,745,641,689
SSA_0819,1130,1043,1546,1136,1288,1045,1116,1314,1071,1132
SSA_0820,384843,345994,473115,317394,442311,144960,224981,217516,192528,161992
predicted RNA,7052,4686,7759,5880,7541,2913,3587,3386,2786,2945
SSA_0822,8547,6316,8822,7511,9149,2613,2476,2389,1925,2711
SSA_0824,28925,26702,39388,29314,31036,27375,27142,30634,23870,29819
SSA_0825,19912,18973,28167,20466,22566,22248,21537,24939,19517,23683
SSA_0826,12932,13182,17055,12404,14620,12518,11997,13358,10128,12565
predicted RNA,999772,912780,1328510,965186,1156646,1012373,1262537,1389325,1233806,1092654
predicted RNA,34,32,15,21,16,81,23,41,46,2633
SSA_0827,9899,6735,11399,8090,9613,9634,9594,9928,8336,11840
SSA_2445,826,808,706,569,663,553,347,448,276,369
SSA_0829,69362,78690,105618,75068,82890,152413,161863,210113,169718,165455
SSA_0830,22392,19946,32642,22376,25921,31686,36352,43110,34371,40853
SSA_0831,9100,9837,14623,10072,12256,16962,20199,24731,19427,19341
SSA_0832,13506,12784,22052,15445,18163,25319,31251,39287,31289,31414
SSA_0833,14969,15478,25237,17416,20501,28148,34418,43246,35149,36448
SSA_0834,16951,15676,28572,19099,23147,32454,39318,50249,39477,39992
SSA_0835,4929,4149,8572,5763,7053,8320,10920,14280,11725,11397
SSA_0836,31246,32574,50594,35446,42097,55921,69875,91725,71704,72084
SSA_0837,22035,21488,35913,24423,29248,37756,47521,61843,49958,49788
SSA_0838,20222,20768,31206,22046,26779,34959,42450,54807,43122,43010
SSA_0839,2513,1989,3776,2625,3268,3944,4766,6149,4728,4746
SSA_0841,4476,3659,6828,4780,5728,7267,8416,10919,8961,9402
SSA_0842,1274,755,1709,1315,1366,1191,1472,1740,1508,1602
SSA_0843,3577,3124,4562,3487,3902,4175,4711,5754,4607,4902
SSA_0844,10313,8385,14139,11220,11008,9453,9532,10888,9430,11519
SSA_0845,5361,4276,6320,5263,5026,2225,2151,2564,1965,3154
SSA_0846,19479,18915,30041,21345,24729,31198,36243,46426,35685,39162
SSA_0847,73546,69912,103932,76225,77207,46694,42397,48859,38100,52689
SSA_0848,185131,186133,273948,206053,217205,168386,150835,166810,134664,178219
SSA_0849,13393,8569,16895,12475,16135,10857,14200,16995,12867,12832
SSA_0850,5930,3436,7086,5121,7087,1709,2282,2477,2040,2174
SSA_0851,8014,7297,10416,7905,8268,7070,6827,8333,6496,8019
SSA_0852,15519,15992,21499,15790,17349,13219,12721,14821,11459,12942
SSA_0854,6848,6025,9416,7085,8078,6260,6833,7879,6204,6754
SSA_0855,1609,1631,2236,1645,1780,1666,1564,1899,1496,1769
SSA_0856,6455,4807,7651,5833,6082,2609,2384,2579,2057,3510
SSA_0857,10151,6264,12502,9793,10106,5252,4670,4620,3957,6251
SSA_0858,20551,17348,25188,19528,21273,10381,10109,10708,8868,13097
SSA_0859,43917,40460,57340,42724,45439,35021,35611,41339,33089,44028
predicted RNA,549,439,789,552,574,611,548,662,495,679
SSA_0860,78172,80463,119543,85153,95104,119676,125997,154312,122643,137905
SSA_0861,17954,18816,26822,19844,22259,24457,27151,35381,27281,29025
SSA_0862,18885,18651,26883,20323,23038,25231,27433,35832,27920,29470
SSA_0863,8227,7844,12178,8937,9832,10816,11435,14443,10790,12598
SSA_0864,11640,10202,15819,11716,12786,11917,12232,14378,11760,15250
SSA_0865,2114,1853,3109,2214,2804,1661,1803,2186,1678,1737
SSA_0866,51280,46894,71826,56689,61492,36600,36016,38892,32003,41330
SSA_0867,4042,3167,4554,3465,4065,1462,1329,1438,1109,1776
SSA_0868,1720,1367,2142,1693,1636,1148,1046,1131,873,1451
SSA_0869,24341,19081,28164,22593,25366,10448,8882,9688,7465,13388
SSA_0870,15922,12769,22016,16401,17484,13169,11978,13424,10199,15013
SSA_0871,27495,22573,39029,29402,31679,23761,23774,27048,21730,28467
SSA_0872,6577,5825,8196,6798,7475,2522,2562,2952,2298,3054
SSA_0873,22291,19684,29312,22184,24439,17957,17414,19820,16332,20435
SSA_0874,11299,9259,15265,11384,11941,9532,9466,10771,8380,11815
SSA_0875,11861,10894,17389,12953,13108,14486,14140,16499,12718,15795
SSA_0876,8302,7889,12552,9336,9974,9729,10111,11805,9731,11110
SSA_0877,5379,4331,6507,4957,5162,2166,1956,2039,1705,3604
SSA_0878,30425,27019,39138,28915,31472,21405,20258,22297,17147,28051
SSA_0879,84876,65029,109720,80900,84820,53531,49664,53806,44274,64403
SSA_0880,19754,10581,21418,16645,20600,5702,7139,7193,5965,6985
SSA_0881,12713,6507,16279,11953,14879,5297,6300,6533,5572,6902
SSA_0882,5781,4980,8485,6135,7999,4845,5795,7513,5793,5846
SSA_0883,9071,9186,13736,9574,12330,9377,10312,12543,9770,10350
SSA_0884,3671,2758,4338,3442,3673,1785,2028,2094,1774,2302
SSA_0885,1722,1362,1988,1639,1652,652,675,735,578,922
SSA_0886,436220,426598,650645,481399,495459,383259,395431,508136,397422,494818
SSA_0887,50,43,73,59,69,47,42,61,46,50
SSA_0888,13115,9350,16879,12974,13883,6709,6787,7595,6308,9258
SSA_0889,16776,11489,19548,14606,19205,6296,8546,8883,7150,6875
SSA_0891,7016,6927,9349,6983,7839,5354,5247,6554,4992,5939
SSA_0892,126,122,167,126,140,82,76,94,64,75
SSA_0893,552,493,848,562,687,650,697,858,646,715
SSA_0894,341,298,537,380,449,564,527,621,527,558
SSA_0895,639,571,982,695,791,1017,1169,1427,1135,1154
SSA_0896,4407,4174,6326,4318,5023,4832,5559,6549,5202,5745
SSA_0897,12171,11699,18187,12948,14945,16605,18829,22639,17549,19086
SSA_0898,2,0,0,2,0,0,0,1,1,1
SSA_0899,21020,16354,27552,21182,23208,15181,14234,14671,11866,17158
SSA_0900,15498,15441,22203,16671,18571,17721,17191,18862,14460,18343
SSA_0901,12694,10976,18308,13282,15058,11730,10402,11288,8841,12220
SSA_0903,5576,4169,6694,4913,5890,3105,3054,3361,2613,3485
SSA_0904,3353,3621,5212,3581,4199,8502,9772,12334,9518,9473
SSA_0905,8642,8484,12418,8721,10190,32414,34674,42742,32905,35936
SSA_0906,55461,58518,84400,57766,68288,160831,190529,238037,189466,196338
SSA_0907,4665,4287,5827,4406,4841,2936,2761,3031,2367,3019
predicted RNA,29724,16799,34409,24343,28888,4586,6672,5996,5757,5538
SSA_0908,10968,9864,13742,10078,11185,4588,4906,5420,4281,4837
SSA_0909,16463,9990,19961,14160,19024,6672,8483,7764,6417,7683
SSA_0910,37905,33140,55502,40720,48339,40251,53289,68972,52556,50854
SSA_0911,31926,26888,49739,35050,38555,35458,42359,53298,43908,46758
SSA_0912,8817,8671,12015,8879,9736,5252,5216,6202,4759,6574
SSA_0913,3721,3163,4962,3622,4002,2694,2521,2970,2267,3257
SSA_0914,26271,27790,39503,29145,32396,29824,29182,34094,26883,30948
SSA_0915,488,470,724,557,604,653,601,745,570,638
SSA_0916,1561,1303,2532,1824,1971,1771,1984,2369,1843,2100
SSA_0917,352,388,454,386,417,327,361,413,332,365
SSA_0918,8099,7715,10953,7988,10028,12487,15617,21272,16109,15401
SSA_0920,813,680,997,790,867,762,1133,1497,1129,1272
SSA_0921,14526,15612,21697,15444,18150,14892,15329,18636,14235,15369
SSA_0922,521,470,689,518,628,395,487,653,411,455
SSA_0923,581,423,739,561,581,359,391,434,324,438
SSA_0924,4724,3793,6261,4556,4587,3009,2894,3268,2511,3641
SSA_0925,3229,3140,4530,3285,3594,3373,2942,3469,2670,3287
SSA_0926,2281,2079,3436,2431,2581,2447,2414,2816,2360,2661
SSA_0927,529,293,510,382,572,643,826,997,712,852
SSA_0928,2267,1607,3058,2076,2940,4136,4681,6085,4602,4878
SSA_0929,2613,2117,4001,2806,3464,4938,6077,7574,5894,5863
SSA_0931,4828,3139,5618,4052,4751,1672,1775,2007,1567,2227
SSA_0932,8710,7295,12558,8805,10447,8994,9968,12568,9456,10965
SSA_0933,3064,2838,4795,3340,3906,3962,4311,5443,4085,4698
SSA_0934,6321,4886,10496,7352,8446,8955,9909,12229,9666,10897
SSA_0935,8576,8712,13673,9753,11709,12558,14375,18294,13891,13991
SSA_0936,9485,7356,10996,7816,7989,4333,3999,4553,3412,5590
SSA_0937,9684,6843,11905,8602,9700,5900,6478,7228,5900,7468
SSA_0938,3072,2218,3740,2694,3022,1878,2235,2496,1887,2475
SSA_0939,6161,4995,7733,5565,6103,5000,5223,6137,4621,6312
SSA_0940,11529,9825,14997,11217,12307,10298,11274,13110,10117,12350
SSA_0941,14160,12177,18706,14295,15498,12398,13312,15732,12359,14891
SSA_0942,11892,11141,16947,12828,13603,14439,14863,17450,13608,15832
SSA_0943,13312,12319,19338,14584,15433,18387,18880,21984,17366,19946
SSA_0944,10954,10006,16649,12214,12914,15046,16014,18485,15729,17139
SSA_0945,11383,10875,16834,12255,13751,15522,16559,20202,15258,17626
SSA_0946,12482,11467,18044,13022,14552,15250,16042,18803,14522,16169
SSA_0947,3537,1979,4062,3126,3804,948,1308,1322,1043,1224
SSA_0948,5060,3112,6875,4747,6510,1933,2402,2746,2267,2675
SSA_0949,10595,4927,13723,9922,13147,3962,4634,5092,4266,5113
SSA_0950,30989,21593,42893,30118,39858,12728,14529,16888,13636,16193
SSA_0952,9328,7530,12689,8996,12096,3540,4020,4579,3647,4056
SSA_0954,16383,9616,20211,14913,19405,5248,5898,6361,5023,6138
SSA_0955,39356,36836,58671,42550,48147,35961,34957,39520,31244,40135
SSA_0956,9780,9458,14489,10274,11495,25429,26747,33319,25249,26265
SSA_0957,494,351,748,545,579,400,479,568,443,535
SSA_0958,871,728,1210,969,1115,613,698,817,637,655
SSA_0959,11143,8883,14413,10476,11280,7998,8268,9356,7314,9580
SSA_0960,12024,10385,17842,13195,13831,12855,13564,16014,12814,15518
SSA_0961,9310,7304,13512,9979,10513,9939,10807,12532,9701,11687
SSA_0962,4040,2772,5163,3787,3839,1857,2163,2369,1921,2326
SSA_0963,16741,16109,23419,16650,18553,12361,12340,14761,11368,13691
SSA_0964,11546,10995,16325,12596,13411,12795,11905,13954,11260,13201
SSA_0965,8575,8460,11805,8928,9601,7959,8139,9469,7440,9243
SSA_0966,7629,5267,7972,6105,6529,1494,1417,1466,1173,1999
SSA_0967,1377,1142,1799,1374,1452,518,494,531,413,635
SSA_0968,1306,791,1694,1207,1559,572,675,783,604,727
SSA_0969,24013,13472,26659,19413,25657,6692,7695,7457,6158,7175
SSA_0970,8083,5305,10787,7540,9537,4389,5338,6164,4876,5912
SSA_0971,29386,21659,45639,31596,37658,25918,28103,34178,26495,33303
SSA_0972,5042,4071,7971,5471,6706,5148,5646,6887,5353,6108
SSA_0973,12202,9027,17040,11890,14945,8657,10053,11969,9607,10887
SSA_0975,11572,11465,16876,12473,13662,8215,8768,10250,8506,10256
SSA_0977,6450,7252,10428,7411,8500,6395,7102,8691,6982,7399
SSA_0978,1236,1181,2198,1540,1735,1401,1492,1880,1461,1562
SSA_0980,8905,9542,13968,10288,11524,9003,10053,12810,9946,10559
SSA_0981,3881,4266,6121,4274,4821,3778,4153,5187,4093,4480
SSA_0983,11276,10893,15504,11091,12518,6510,7432,9158,7264,8131
SSA_0984,851,621,1035,803,945,319,350,380,308,480
SSA_0985,1474,1187,2133,1446,1765,1106,1097,1362,987,1471
SSA_0986,1875,1755,2749,1868,2288,1938,2016,2363,1881,2263
SSA_0987,4213,4282,6324,4633,5264,4898,5257,5988,4685,5386
SSA_0988,234,152,261,199,224,76,60,85,60,86
SSA_0989,1846,1672,2531,1851,2105,1665,1775,2110,1581,2042
SSA_0990,2758,2330,3923,2807,3257,3259,3234,3558,2912,3575
SSA_0991,724,689,880,713,731,757,769,951,711,909
SSA_0992,1067,845,1354,982,1054,695,706,861,679,1077
SSA_0993,1427,1017,2016,1330,1599,1353,1278,1390,1108,1868
SSA_0994,2060,1451,3083,2146,2534,2454,2771,3288,2404,3155
SSA_0995,3690,2679,5562,3963,4802,3568,4220,5028,3823,4900
SSA_0996,2957,2427,3646,2490,2783,1546,1487,1674,1320,2101
SSA_0997,14573,13005,19112,13478,15580,10457,10146,11492,9156,12496
SSA_0998,6738,3721,8024,6222,7262,2872,3260,3679,2681,3787
SSA_0999,5812,6088,9337,6907,7452,10088,12457,16771,12600,13172
SSA_1000,5540,5988,8476,6414,7475,9980,12016,15831,12376,13289
SSA_1001,758,648,1032,812,831,698,817,1040,868,901
SSA_1002,714,705,1313,844,1032,627,756,1032,807,820
SSA_1003,534,475,958,610,755,306,395,566,434,429
SSA_1004,353,276,501,379,389,155,210,264,215,221
SSA_1005,311,221,524,389,343,162,202,261,205,205
SSA_1006,715,535,957,652,753,308,393,511,401,413
SSA_1007,658,583,938,648,703,350,434,528,395,466
SSA_1008,12985,16046,28951,20668,25445,45061,68813,101587,71958,58567
predicted RNA,2343,2497,4265,2928,3443,4854,7763,11606,8451,6739
SSA_1009,16837,15125,25920,17678,20192,22036,41102,63717,48113,42362
SSA_1010,16877,12368,19246,12732,14353,8022,16195,25932,20363,22378
SSA_1011,1130,848,1150,888,1165,826,955,1123,814,1097
SSA_1012,4865,4593,6934,4996,5930,7351,8149,10010,7565,8237
SSA_1013,1238,1238,1883,1363,1561,2254,2559,3263,2531,2627
SSA_1014,1889,1870,2643,1984,2167,3124,3711,4748,3417,3554
SSA_1015,2279,2305,3574,2595,2839,4402,5040,6582,4982,5084
SSA_1016,9088,9900,13864,9876,11143,16501,19986,25653,19629,18946
SSA_1017,4222,4167,6041,4387,4760,6728,7747,9563,7174,7799
SSA_1018,2427,2319,3398,2353,2532,10750,12215,14841,11177,10817
SSA_1019,598034,598137,933724,675360,758490,157068,168984,210991,170169,196322
SSA_1020,506,299,696,493,564,361,365,368,306,454
SSA_1021,5924,5344,8246,5669,6809,6473,6591,7104,5626,7943
SSA_1022,5864,4656,8609,5794,7204,7345,7551,8651,6744,9842
SSA_1023,17837,14725,27703,19823,23969,28131,32236,37303,29565,35390
SSA_1024,12798,11112,16473,12639,13682,6724,5933,6239,4916,7057
SSA_1026,11730,9497,15458,11808,11877,8610,8547,9423,7371,10634
SSA_1027,31764,28153,48082,36037,36846,41075,39995,45224,37177,46472
SSA_1028,15989,14848,23893,17079,21324,12067,13450,16675,12850,13623
SSA_1029,2213,1486,1994,1898,2244,703,688,792,581,762
SSA_1030,43640,34255,66542,46101,56111,36445,40798,48038,38459,41324
SSA_1031,3766,3427,5372,3845,4697,2425,2568,3226,2598,2744
SSA_1032,684056,556259,720997,554303,754377,204059,258749,247470,208643,237125
predicted RNA,237,50,95,72,67,139,28,46,64,4442
SSA_1033,7930,7441,10625,7987,9246,4925,4651,5700,4123,5441
SSA_1034,2682,2105,3013,2263,2538,919,753,755,565,1763
SSA_1035,8185,6814,10765,7550,9063,5379,5030,5673,4354,8766
SSA_1036,12261,9820,16303,11199,12592,8103,7646,8704,6490,11226
SSA_1037,7302,7116,10198,7047,8305,5497,5705,6353,5125,8016
SSA_1038,36455,32292,54207,37804,42473,33000,34881,41060,30989,39997
SSA_1039,22961,21222,35453,25019,27812,22165,22952,26819,20522,25016
SSA_1040,20277,19647,32167,22542,24748,21520,22542,25976,20313,25317
SSA_1041,18444,18693,29174,20858,22868,20310,22370,25925,19492,23054
SSA_1042,12726,9759,12856,9915,10011,3394,3225,3544,2899,5033
SSA_1043,18942,16363,23904,18159,18464,8521,7425,7635,6365,10926
SSA_1044,15622,13581,20613,15789,16413,11013,9421,10417,8038,11347
SSA_1045,15402,11059,19718,15053,17813,4241,5020,5333,4306,6341
SSA_1047,6589,5936,8661,6410,6711,3311,3110,3439,2642,4050
SSA_1048,9480,9045,13992,9931,11228,8676,8893,10262,8373,10050
SSA_1049,7382,6852,10861,7975,8574,7755,7858,9336,7313,9016
SSA_1050,7697,7129,11895,9012,9330,9073,9378,11094,8849,10233
SSA_1051,12991,12532,20285,14471,15482,14596,14843,17395,13474,16028
SSA_1052,32272,30004,45084,34593,41763,22467,24067,29245,23623,24420
SSA_1053,4056,4248,6134,4479,4980,4766,4545,5463,4303,5176
SSA_1054,4893,3531,7575,5451,6223,3420,3425,4276,3224,3781
SSA_1055,5508,4790,9187,6449,7641,5035,5528,7128,5290,5796
SSA_1056,17526,16780,28949,20441,24440,18548,19901,25610,19447,20766
SSA_1057,8387,7333,11528,8201,8933,5117,5635,6129,5049,6492
SSA_1058,7883,8074,11920,8399,9209,8232,7607,8552,6742,8954
SSA_1059,3542,2485,5737,3822,4253,4205,4218,4789,3917,5042
SSA_1060,4002,2279,6342,4697,5055,4885,4843,5658,4605,5820
predicted RNA,895,1562,1034,817,946,500,463,583,363,479
SSA_1061,41573,44128,53195,40716,41985,17738,14679,15582,11733,17501
SSA_1062,50538,48316,65503,49420,53320,29929,31307,31991,25786,29386
SSA_1063,2597,2121,3423,2456,2993,1435,1467,1815,1515,2133
SSA_1064,4103,2628,4613,3725,4365,744,761,944,727,914
SSA_1065,7602,7171,11799,7891,9222,6945,9681,13219,10367,10028
SSA_1066,56780,53276,71143,50849,53688,28708,26369,29082,22351,32600
SSA_1067,5683,4795,8024,5701,6292,4136,4240,4787,3782,4698
SSA_1068,6376,4964,8127,6320,6476,4297,3894,4431,3204,5016
SSA_1069,3302,2409,4511,3501,3512,2912,2788,3098,2249,3444
SSA_1070,8956,8439,12908,9440,10293,9918,9224,10421,8175,10543
SSA_1072,4021,3271,5079,3726,4187,2141,2132,2412,1862,2708
SSA_1073,6936,6756,9659,7044,7886,6521,6634,7510,5804,7464
SSA_1074,4666,4185,6594,4819,5443,5301,5069,5805,4482,5260
SSA_1075,8011,6398,10161,7590,8028,5144,4421,4862,3765,6352
SSA_1076,6622,5631,8773,6601,7010,6132,5478,5858,4584,6981
SSA_1077,8453,7972,11595,8700,9527,9123,8453,9564,7289,9485
SSA_1078,5846,4087,8239,6437,6583,6080,5511,5934,5008,6501
SSA_1079,10128,7295,14345,10874,11314,9522,8484,8703,7283,10117
SSA_1080,1756,1381,2212,1588,2140,2013,2003,2033,1636,2374
SSA_1081,2277,2459,3895,2810,3337,3167,3582,4644,3366,3636
SSA_1082,7852,7333,12682,8652,9358,6502,8710,11848,9003,8310
SSA_1083,7694,4232,7924,6324,6883,1802,1948,1952,1493,2306
SSA_1084,10434,7946,13572,9997,10144,4744,4303,4873,3782,6211
SSA_1085,11091,8689,14215,10458,11313,6462,5786,6595,4992,7787
SSA_1086,6034,5302,8862,6610,7387,6230,6090,6913,5295,6734
SSA_1087,9416,8920,14820,10536,12678,11971,12526,14488,10945,13184
SSA_1088,2829,2199,4493,3175,4063,3342,3719,4448,3294,3813
SSA_1089,564,382,1005,689,819,768,769,916,677,838
SSA_1090,14847,14217,22771,16110,18376,14619,15192,18517,14526,17808
SSA_1091,7048,6092,9710,7247,7466,2736,2515,2875,2251,3156
SSA_1092,14482,10261,16651,12769,14608,4262,4302,4293,3805,6439
SSA_1093,28259,24653,39409,29533,30550,20674,18469,20225,16000,24943
SSA_1094,18418,16307,26296,18876,20010,16835,13619,15026,11562,17077
SSA_1095,9724,6087,10331,7983,8324,2161,2354,2373,1869,3050
SSA_1096,3128,2723,3422,2554,2940,1507,1508,1579,1286,1647
SSA_1098,3897,2850,4150,3108,3579,3855,3211,3613,2933,5799
SSA_1099,34411,27160,54921,34641,45223,72906,98069,120760,91764,103754
SSA_1100,9491,8561,16804,10583,12950,26980,33876,41251,31645,34825
SSA_1101,12824,9720,19228,12788,15235,26486,32864,39454,30234,32874
SSA_1102,22,22,44,28,52,33,38,51,35,60
SSA_1103,88,51,131,88,122,122,151,139,115,150
SSA_1104,65963,64212,87233,67068,66195,28223,22807,23264,18864,29776
SSA_1105,44674,36325,59195,45793,48337,25115,22572,24958,19543,25173
SSA_1106,23174,18234,32028,22571,26622,39053,43964,52899,40140,45471
SSA_1107,5927,5396,8053,5741,6280,4651,4637,5469,4241,5257
SSA_1109,7259,7048,11101,7830,8368,7272,7420,8398,6782,8215
SSA_1110,7790,5661,10190,7551,8955,4884,5241,5656,4607,5770
SSA_1111,3508,2462,4229,3433,3983,2331,2230,2338,1843,2330
SSA_1112,2450,2265,4116,3064,3395,6082,5985,6911,5749,7053
SSA_1113,1530,1060,2008,1439,1871,597,451,422,358,1029
SSA_1114,2725,1728,3505,2541,2929,1322,1040,1074,849,1892
SSA_1115,287,233,396,310,297,256,228,280,201,234
SSA_1116,1575,1111,1814,1367,1947,838,1114,1106,903,874
SSA_1117,394,286,552,421,489,314,393,392,314,448
SSA_1118,929,868,1522,1147,1301,1366,1493,1732,1294,1661
SSA_1119,1867,1465,2524,1853,1968,1556,1537,1806,1506,2047
SSA_1120,5055,4407,7322,5263,5709,5346,5095,5895,4521,6002
SSA_1121,2608,1900,3321,2574,2638,1111,917,1009,735,1437
SSA_1122,4147,3546,5453,4141,4820,3305,3579,3952,2888,3683
SSA_1124,40152,37600,61337,43458,49384,53405,67747,93065,75386,73252
SSA_1125,12570,11916,18643,13603,14798,21566,25552,34649,26477,27342
SSA_1126,23302,22602,34517,25585,31295,38730,50535,62003,49855,44771
SSA_1127,27416,20910,34062,26150,32817,23309,22572,24221,19733,43254
SSA_1128,4000,3266,4912,3385,3902,3001,3143,3497,2772,3853
SSA_1129,7891,6204,10237,7133,9902,5009,5342,6142,4670,5809
SSA_1130,3944,3583,5547,3839,5145,3409,3547,4144,3026,3630
SSA_1131,5682,4984,8385,6089,7451,6013,6127,7786,6096,6670
SSA_1132,3199,3168,4359,3462,3974,3125,3321,4084,3071,3394
SSA_1133,7136,6225,8922,7221,8125,5983,5726,6985,4646,5788
SSA_1134,1411,1234,2031,1490,1679,1209,1211,1397,995,1359
SSA_1135,5442,4138,7124,5431,5611,4387,4597,5161,4041,4951
SSA_1136,6309,5541,9358,6483,8421,7699,8972,10829,8327,11229
SSA_1137,3614,3550,7065,4774,5582,4071,6190,8569,6340,6543
SSA_1138,3784,3695,6788,4409,4977,3128,4730,6777,5189,5104
SSA_1139,3887,3507,6333,4041,4520,2392,3442,4937,4051,3977
SSA_1140,5030,4195,7217,4716,5274,2379,3314,4719,3811,3793
SSA_1143,554,525,904,651,742,614,767,946,764,768
SSA_1144,859,781,1332,1017,1125,916,1037,1296,1007,1085
SSA_1145,169,138,250,183,211,170,153,240,168,169
SSA_1146,135,109,228,136,175,127,149,190,145,161
SSA_1147,124,101,205,146,160,106,123,185,126,148
SSA_1148,592,453,919,613,712,672,763,946,760,836
SSA_1149,781,679,1315,939,976,931,1002,1281,1024,1097
SSA_1150,5164,3502,5989,4487,5145,4645,4991,6219,3763,4017
SSA_1151,7005,5444,10051,7033,7475,3955,4225,5017,3813,4563
SSA_1152,15375,16007,24275,16730,20207,15517,16806,21498,16263,16817
SSA_1153,13400,13762,20879,14617,17892,15155,16378,21390,15959,16413
