IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
Inter.NC_008533.0.727105.7,19,42,44,22,32,27
Inter.NC_008533.0.728252.0,8,14,18,6,13,2
Inter.NC_008533.0.72870.1,0,0,0,0,0,0
Inter.NC_008533.0.728793.0,95,127,120,110,89,95
Inter.NC_008533.0.728793.1,424,645,613,595,608,560
Inter.NC_008533.0.728793.10,0,0,1,0,0,1
Inter.NC_008533.0.728793.11,0,1,0,0,2,2
Inter.NC_008533.0.728793.12,6,1,0,0,3,2
Inter.NC_008533.0.728793.13,2,0,0,2,0,1
Inter.NC_008533.0.728793.14,2,3,2,2,1,3
Inter.NC_008533.0.728793.15,0,1,4,0,1,0
Inter.NC_008533.0.728793.16,0,0,0,0,1,0
Inter.NC_008533.0.728793.2,210,297,317,279,285,234
Inter.NC_008533.0.728793.3,241,332,317,307,324,290
Inter.NC_008533.0.728793.4,379,606,601,494,529,503
Inter.NC_008533.0.728793.5,403,615,548,547,590,480
Inter.NC_008533.0.728793.6,333,502,466,459,517,494
Inter.NC_008533.0.728793.7,456,774,683,635,721,698
Inter.NC_008533.0.728793.8,579,910,766,786,874,849
Inter.NC_008533.0.728793.9,3,3,4,8,2,2
Inter.NC_008533.0.730753.0,2,1,7,3,2,2
Inter.NC_008533.0.730753.1,1,5,4,1,5,1
Inter.NC_008533.0.730753.10,530,527,517,662,616,525
Inter.NC_008533.0.730753.11,347,430,401,585,531,414
Inter.NC_008533.0.730753.12,397,481,514,545,582,437
Inter.NC_008533.0.730753.13,291,314,279,370,325,291
Inter.NC_008533.0.730753.14,361,416,402,541,428,371
Inter.NC_008533.0.730753.15,162,171,197,238,217,187
Inter.NC_008533.0.730753.16,400,483,423,524,518,417
Inter.NC_008533.0.730753.17,534,674,605,768,764,676
Inter.NC_008533.0.730753.18,498,576,542,703,673,591
Inter.NC_008533.0.730753.19,422,477,401,551,570,459
Inter.NC_008533.0.730753.2,2,1,0,2,1,3
Inter.NC_008533.0.730753.20,283,286,288,426,368,362
Inter.NC_008533.0.730753.21,195,236,186,308,284,294
Inter.NC_008533.0.730753.22,221,281,274,302,400,305
Inter.NC_008533.0.730753.23,415,480,467,628,567,482
Inter.NC_008533.0.730753.24,418,484,472,582,656,518
Inter.NC_008533.0.730753.25,247,279,276,405,473,357
Inter.NC_008533.0.730753.26,297,328,331,436,445,362
Inter.NC_008533.0.730753.27,301,348,330,449,457,368
Inter.NC_008533.0.730753.28,443,537,487,636,664,502
Inter.NC_008533.0.730753.29,383,421,417,538,526,398
Inter.NC_008533.0.730753.3,1,3,1,1,5,0
Inter.NC_008533.0.730753.30,20,33,33,21,33,28
Inter.NC_008533.0.730753.31,16,16,10,10,11,9
Inter.NC_008533.0.730753.32,754,875,1005,664,716,545
Inter.NC_008533.0.730753.33,1041,1222,1230,879,912,892
Inter.NC_008533.0.730753.34,211,210,194,164,141,161
Inter.NC_008533.0.730753.35,2,1,0,0,0,1
Inter.NC_008533.0.730753.4,1,3,0,1,0,0
Inter.NC_008533.0.730753.5,12,9,6,7,6,8
Inter.NC_008533.0.730753.6,6,0,2,5,6,4
Inter.NC_008533.0.730753.7,276,321,310,416,369,257
Inter.NC_008533.0.730753.8,785,1030,958,1138,1110,929
Inter.NC_008533.0.730753.9,366,446,384,507,524,476
Inter.NC_008533.0.735066.0,0,0,0,0,0,0
Inter.NC_008533.0.735802.0,1,3,5,1,0,1
Inter.NC_008533.0.735802.1,1,0,0,1,0,2
Inter.NC_008533.0.736813.0,0,2,2,0,0,4
Inter.NC_008533.0.736813.1,0,0,1,0,0,0
Inter.NC_008533.0.737827.0,0,0,0,0,0,0
Inter.NC_008533.0.737827.1,0,0,0,0,1,0
Inter.NC_008533.0.737827.2,0,1,0,2,0,0
Inter.NC_008533.0.738792.0,0,0,0,0,0,0
Inter.NC_008533.0.73931.0,0,0,0,0,0,0
Inter.NC_008533.0.73931.1,0,0,0,0,0,0
Inter.NC_008533.0.740017.0,2,2,6,5,0,2
Inter.NC_008533.0.740017.1,5,4,4,5,1,2
Inter.NC_008533.0.740017.2,1,5,2,8,1,1
Inter.NC_008533.0.740017.3,3,6,1,6,2,2
Inter.NC_008533.0.740017.4,5,3,4,2,4,4
Inter.NC_008533.0.740017.5,2,3,0,1,2,0
Inter.NC_008533.0.741386.0,2,7,5,0,2,4
Inter.NC_008533.0.741386.1,6,1,4,1,3,5
Inter.NC_008533.0.741386.2,7,3,1,0,1,3
Inter.NC_008533.0.741386.3,4,6,5,2,6,1
Inter.NC_008533.0.741386.4,4,5,3,4,2,1
Inter.NC_008533.0.742593.0,4,5,3,8,0,1
Inter.NC_008533.0.742842.0,0,2,3,1,0,1
Inter.NC_008533.0.743379.0,12,13,5,5,5,6
Inter.NC_008533.0.743379.1,5,7,3,1,5,8
Inter.NC_008533.0.743379.2,2,4,5,8,3,2
Inter.NC_008533.0.743379.3,3,5,6,7,6,1
Inter.NC_008533.0.743379.4,2,0,3,0,2,0
Inter.NC_008533.0.743379.5,8,11,17,8,11,11
Inter.NC_008533.0.743379.6,5,6,7,11,4,3
Inter.NC_008533.0.74338.0,0,0,0,0,0,0
Inter.NC_008533.0.74338.2,1,0,1,0,2,3
Inter.NC_008533.0.74338.3,3,0,0,0,0,0
Inter.NC_008533.0.74338.4,1,0,1,0,0,0
Inter.NC_008533.0.74338.5,0,0,0,0,0,0
Inter.NC_008533.0.74338.6,0,0,0,0,0,1
Inter.NC_008533.0.74338.7,0,0,1,1,0,0
Inter.NC_008533.0.74338.8,0,3,1,0,0,0
Inter.NC_008533.0.74338.9,0,0,0,0,0,0
Inter.NC_008533.0.744747.0,25,39,51,36,41,29
Inter.NC_008533.0.744747.1,239,279,263,236,273,212
Inter.NC_008533.0.744747.10,67,125,93,119,148,97
Inter.NC_008533.0.744747.11,57,90,86,93,98,68
Inter.NC_008533.0.744747.12,59,84,92,131,138,99
Inter.NC_008533.0.744747.13,52,87,69,84,96,73
Inter.NC_008533.0.744747.14,71,115,72,120,103,97
Inter.NC_008533.0.744747.15,75,89,78,94,102,82
Inter.NC_008533.0.744747.16,39,48,43,57,48,42
Inter.NC_008533.0.744747.17,55,62,52,66,73,63
Inter.NC_008533.0.744747.18,0,0,1,0,0,0
Inter.NC_008533.0.744747.19,0,1,0,0,0,0
Inter.NC_008533.0.744747.2,179,240,200,162,181,145
Inter.NC_008533.0.744747.3,115,126,138,113,102,103
Inter.NC_008533.0.744747.4,137,172,166,140,131,137
Inter.NC_008533.0.744747.5,148,173,164,118,129,106
Inter.NC_008533.0.744747.6,1120,1271,1283,859,824,683
Inter.NC_008533.0.744747.7,7621,8774,8601,6072,5660,5119
Inter.NC_008533.0.744747.8,450,482,493,317,406,323
Inter.NC_008533.0.744747.9,63,82,70,71,107,79
Inter.NC_008533.0.750336.0,0,0,0,0,0,1
Inter.NC_008533.0.751478.0,0,0,0,0,0,0
Inter.NC_008533.0.751478.1,1,0,0,0,0,0
Inter.NC_008533.0.755167.0,1,0,0,0,0,0
Inter.NC_008533.0.755167.1,0,1,1,1,2,0
Inter.NC_008533.0.755167.10,1,0,2,2,5,1
Inter.NC_008533.0.755167.11,1,2,2,3,2,1
Inter.NC_008533.0.755167.12,3,0,1,4,3,4
Inter.NC_008533.0.755167.13,0,0,1,1,3,0
Inter.NC_008533.0.755167.14,486,515,510,976,884,635
Inter.NC_008533.0.755167.15,608,542,617,918,949,825
Inter.NC_008533.0.755167.16,385,388,368,699,670,532
Inter.NC_008533.0.755167.17,416,507,483,771,825,678
Inter.NC_008533.0.755167.18,235,188,200,365,332,285
Inter.NC_008533.0.755167.19,415,392,371,748,684,604
Inter.NC_008533.0.755167.2,0,0,1,1,2,0
Inter.NC_008533.0.755167.20,177,154,145,270,299,225
Inter.NC_008533.0.755167.21,0,0,1,0,0,0
Inter.NC_008533.0.755167.22,0,1,0,0,0,0
Inter.NC_008533.0.755167.3,2,1,2,4,3,1
Inter.NC_008533.0.755167.4,1,0,0,1,1,3
Inter.NC_008533.0.755167.5,0,1,0,1,1,1
Inter.NC_008533.0.755167.6,0,1,1,1,1,0
Inter.NC_008533.0.755167.7,0,1,1,2,1,0
Inter.NC_008533.0.755167.8,0,1,1,2,1,0
Inter.NC_008533.0.755167.9,2,0,1,0,2,3
Inter.NC_008533.0.759362.0,0,2,0,1,0,0
Inter.NC_008533.0.759362.1,0,0,0,0,0,0
Inter.NC_008533.0.759608.0,0,0,0,0,0,0
Inter.NC_008533.0.759608.1,0,0,0,0,0,1
Inter.NC_008533.0.76077.0,0,0,0,1,0,0
Inter.NC_008533.0.76077.1,0,0,0,0,0,0
Inter.NC_008533.0.76077.2,0,0,0,0,0,0
Inter.NC_008533.0.762253.0,0,1,0,0,0,0
Inter.NC_008533.0.763405.0,0,0,0,0,0,0
Inter.NC_008533.0.764914.0,0,0,0,0,0,0
Inter.NC_008533.0.76518.0,1,1,0,0,0,0
Inter.NC_008533.0.76518.1,1,0,0,0,0,0
Inter.NC_008533.0.765839.0,0,1,0,0,0,0
Inter.NC_008533.0.766896.0,0,0,0,0,0,0
Inter.NC_008533.0.767107.0,0,2,1,1,3,0
Inter.NC_008533.0.767107.1,0,0,3,0,2,1
Inter.NC_008533.0.768471.0,0,0,0,1,0,1
Inter.NC_008533.0.768471.1,0,1,3,1,0,1
Inter.NC_008533.0.768471.10,1,2,1,1,2,0
Inter.NC_008533.0.768471.11,0,4,2,0,0,1
Inter.NC_008533.0.768471.12,2,0,3,1,1,0
Inter.NC_008533.0.768471.13,1,3,0,0,0,2
Inter.NC_008533.0.768471.14,0,0,0,0,1,1
Inter.NC_008533.0.768471.15,0,0,0,0,0,0
Inter.NC_008533.0.768471.16,0,1,0,0,0,0
Inter.NC_008533.0.768471.2,0,0,0,0,2,0
Inter.NC_008533.0.768471.3,1,1,0,0,1,0
Inter.NC_008533.0.768471.4,0,1,0,1,0,1
Inter.NC_008533.0.768471.5,2,5,2,0,1,1
Inter.NC_008533.0.768471.6,2,2,1,1,2,0
Inter.NC_008533.0.768471.7,3,0,1,0,1,2
Inter.NC_008533.0.768471.8,1,3,2,0,0,0
Inter.NC_008533.0.768471.9,1,0,1,0,2,1
Inter.NC_008533.0.772279.0,0,0,0,0,0,0
Inter.NC_008533.0.772501.0,0,0,0,0,0,0
Inter.NC_008533.0.772501.1,0,0,0,1,0,0
Inter.NC_008533.0.773421.0,0,0,0,0,0,1
Inter.NC_008533.0.774711.0,0,0,1,1,0,0
Inter.NC_008533.0.775933.0,1,0,1,0,0,1
Inter.NC_008533.0.776375.0,0,4,1,0,0,0
Inter.NC_008533.0.777841.0,5,7,7,4,7,8
Inter.NC_008533.0.777841.1,8,4,5,6,4,4
Inter.NC_008533.0.777841.10,193,226,272,248,258,242
Inter.NC_008533.0.777841.11,163,252,228,239,267,229
Inter.NC_008533.0.777841.12,130,167,199,215,229,213
Inter.NC_008533.0.777841.13,50,51,47,69,57,66
Inter.NC_008533.0.777841.14,0,0,1,0,0,0
Inter.NC_008533.0.777841.15,0,0,0,1,0,0
Inter.NC_008533.0.777841.2,233,308,272,256,277,231
Inter.NC_008533.0.777841.3,384,461,483,490,537,431
Inter.NC_008533.0.777841.4,257,382,362,341,394,355
Inter.NC_008533.0.777841.5,245,284,326,356,330,275
Inter.NC_008533.0.777841.6,294,352,345,372,397,391
Inter.NC_008533.0.777841.7,227,293,324,338,332,304
Inter.NC_008533.0.777841.8,221,288,279,283,291,282
Inter.NC_008533.0.777841.9,181,226,252,298,268,257
Inter.NC_008533.0.780493.1,0,0,0,0,0,0
Inter.NC_008533.0.780493.2,0,1,0,0,2,0
Inter.NC_008533.0.780493.3,0,0,0,1,0,0
Inter.NC_008533.0.780493.4,0,0,0,2,0,1
Inter.NC_008533.0.780493.5,2,0,0,1,0,1
Inter.NC_008533.0.781483.0,1,0,1,1,2,0
Inter.NC_008533.0.781483.1,0,0,0,0,1,0
Inter.NC_008533.0.781483.2,1,1,1,0,0,0
Inter.NC_008533.0.781483.3,0,0,0,0,0,0
Inter.NC_008533.0.781483.4,1,0,0,0,0,0
Inter.NC_008533.0.782653.0,0,0,0,1,0,0
Inter.NC_008533.0.785515.0,2,0,1,1,3,0
Inter.NC_008533.0.78745.0,0,0,0,0,1,0
Inter.NC_008533.0.78745.1,1,0,0,0,0,0
Inter.NC_008533.0.78745.2,2,0,3,4,1,1
Inter.NC_008533.0.787904.0,217,183,156,256,276,239
Inter.NC_008533.0.787904.1,302,280,222,372,344,333
Inter.NC_008533.0.787904.2,253,307,208,372,381,334
Inter.NC_008533.0.787904.3,241,261,161,321,314,271
Inter.NC_008533.0.787904.4,109,92,68,153,160,138
Inter.NC_008533.0.787904.5,1,0,0,0,0,1
Inter.NC_008533.0.791839.0,0,0,0,0,0,0
Inter.NC_008533.0.792600.0,0,0,1,0,0,0
Inter.NC_008533.0.793779.0,0,1,0,0,1,0
Inter.NC_008533.0.793779.1,0,0,1,0,0,1
Inter.NC_008533.0.793779.2,0,0,1,0,0,0
Inter.NC_008533.0.793779.3,0,0,0,0,0,0
Inter.NC_008533.0.793779.4,0,1,0,0,0,0
Inter.NC_008533.0.79594.0,0,0,0,0,0,0
Inter.NC_008533.0.796404.0,0,1,0,0,0,1
Inter.NC_008533.0.799833.0,0,0,0,0,0,0
Inter.NC_008533.0.799833.1,1,0,2,0,1,2
Inter.NC_008533.0.799833.2,0,0,1,0,0,0
Inter.NC_008533.0.800304.0,3,3,2,1,1,0
Inter.NC_008533.0.800304.1,32,33,34,29,20,21
Inter.NC_008533.0.800304.10,23,36,29,13,25,8
Inter.NC_008533.0.800304.11,28,42,26,18,16,13
Inter.NC_008533.0.800304.12,11,15,21,12,9,11
Inter.NC_008533.0.800304.13,29,49,33,20,17,22
Inter.NC_008533.0.800304.14,29,42,30,15,20,15
Inter.NC_008533.0.800304.15,19,23,17,7,6,12
Inter.NC_008533.0.800304.16,30,39,38,19,28,30
Inter.NC_008533.0.800304.17,18,20,20,9,16,9
Inter.NC_008533.0.800304.18,25,23,28,24,14,17
Inter.NC_008533.0.800304.19,10,12,10,11,9,7
Inter.NC_008533.0.800304.2,14,14,13,4,2,5
Inter.NC_008533.0.800304.20,23,23,28,19,22,12
Inter.NC_008533.0.800304.21,18,31,16,9,15,10
Inter.NC_008533.0.800304.22,15,20,17,5,8,8
Inter.NC_008533.0.800304.23,16,18,18,7,8,8
Inter.NC_008533.0.800304.24,15,13,10,7,7,11
Inter.NC_008533.0.800304.25,12,20,11,6,10,9
Inter.NC_008533.0.800304.26,7,10,9,3,5,5
Inter.NC_008533.0.800304.27,8,14,17,5,5,6
Inter.NC_008533.0.800304.28,5,3,8,5,2,3
Inter.NC_008533.0.800304.29,0,0,0,0,0,0
Inter.NC_008533.0.800304.3,16,33,20,13,10,16
Inter.NC_008533.0.800304.31,1,0,0,0,0,0
Inter.NC_008533.0.800304.4,20,30,21,13,16,21
Inter.NC_008533.0.800304.5,10,24,34,10,16,13
Inter.NC_008533.0.800304.6,18,19,16,8,15,9
Inter.NC_008533.0.800304.7,27,30,28,17,18,20
Inter.NC_008533.0.800304.8,38,37,36,16,16,18
Inter.NC_008533.0.800304.9,21,34,24,8,15,18
Inter.NC_008533.0.80071.0,0,0,0,0,0,0
Inter.NC_008533.0.80071.1,0,0,1,0,0,0
Inter.NC_008533.0.806626.0,0,0,0,0,0,0
Inter.NC_008533.0.807716.0,0,1,0,1,0,0
Inter.NC_008533.0.809280.0,1,2,3,1,4,1
Inter.NC_008533.0.809280.1,1,3,4,4,2,1
Inter.NC_008533.0.809280.10,4,0,1,1,4,4
Inter.NC_008533.0.809280.11,2,3,2,3,0,0
Inter.NC_008533.0.809280.12,1,3,0,2,1,4
Inter.NC_008533.0.809280.13,2,4,3,4,1,2
Inter.NC_008533.0.809280.14,3,2,0,1,0,1
Inter.NC_008533.0.809280.15,2,3,1,2,3,1
Inter.NC_008533.0.809280.16,0,1,1,1,1,1
Inter.NC_008533.0.809280.17,1,1,2,2,2,0
Inter.NC_008533.0.809280.18,0,0,0,0,1,0
Inter.NC_008533.0.809280.2,2,1,4,3,4,2
Inter.NC_008533.0.809280.3,2,3,3,4,7,1
Inter.NC_008533.0.809280.4,2,3,4,1,3,0
Inter.NC_008533.0.809280.5,5,2,2,4,0,1
Inter.NC_008533.0.809280.6,2,0,0,1,1,2
Inter.NC_008533.0.809280.7,1,2,0,0,2,0
Inter.NC_008533.0.809280.8,0,0,3,1,0,1
Inter.NC_008533.0.809280.9,0,0,3,1,2,2
Inter.NC_008533.0.811959.0,0,0,0,0,0,1
Inter.NC_008533.0.812136.0,2,1,3,4,9,4
Inter.NC_008533.0.812136.1,9,7,8,9,5,9
Inter.NC_008533.0.812136.2,2,5,4,5,3,2
Inter.NC_008533.0.812136.3,1,0,0,0,0,2
Inter.NC_008533.0.812136.4,0,0,0,0,0,0
Inter.NC_008533.0.813623.0,1,2,0,1,0,0
Inter.NC_008533.0.813623.1,477,552,486,600,618,442
Inter.NC_008533.0.813623.10,354,440,443,419,449,302
Inter.NC_008533.0.813623.11,182,213,187,219,223,182
Inter.NC_008533.0.813623.12,350,417,386,461,413,354
Inter.NC_008533.0.813623.13,405,442,439,497,521,423
Inter.NC_008533.0.813623.14,358,404,407,421,436,326
Inter.NC_008533.0.813623.15,613,690,663,715,807,677
Inter.NC_008533.0.813623.16,328,326,347,357,353,334
Inter.NC_008533.0.813623.17,516,658,572,564,580,518
Inter.NC_008533.0.813623.18,649,750,703,821,810,646
Inter.NC_008533.0.813623.19,336,382,370,424,439,363
Inter.NC_008533.0.813623.2,438,489,485,591,605,496
Inter.NC_008533.0.813623.20,0,0,0,0,0,0
Inter.NC_008533.0.813623.21,0,0,2,0,0,0
Inter.NC_008533.0.813623.3,208,221,232,280,272,228
Inter.NC_008533.0.813623.4,398,465,413,504,566,433
Inter.NC_008533.0.813623.5,164,197,214,223,201,159
Inter.NC_008533.0.813623.6,383,480,438,494,513,423
Inter.NC_008533.0.813623.7,428,404,373,451,456,383
Inter.NC_008533.0.813623.8,550,594,603,669,677,604
Inter.NC_008533.0.813623.9,347,342,404,388,417,319
Inter.NC_008533.0.816132.0,0,0,0,0,0,0
Inter.NC_008533.0.817180.0,1,0,0,0,1,0
Inter.NC_008533.0.819411.0,0,0,0,1,0,0
Inter.NC_008533.0.819411.1,2,2,0,2,1,0
Inter.NC_008533.0.819411.2,2,1,2,0,0,1
Inter.NC_008533.0.819411.3,0,0,0,0,1,0
Inter.NC_008533.0.819411.4,0,1,0,0,0,1
Inter.NC_008533.0.820178.0,0,0,0,0,0,0
Inter.NC_008533.0.820178.1,5,4,1,1,3,1
Inter.NC_008533.0.820178.2,2,7,3,3,6,4
Inter.NC_008533.0.820178.3,6,2,4,2,5,3
Inter.NC_008533.0.820178.4,3,5,3,2,1,4
Inter.NC_008533.0.820178.5,3,5,6,5,4,5
Inter.NC_008533.0.820178.6,2,0,0,0,0,1
Inter.NC_008533.0.823899.0,10,10,6,12,2,4
Inter.NC_008533.0.823899.1,20,10,14,12,15,12
Inter.NC_008533.0.823899.10,51,71,50,84,82,60
Inter.NC_008533.0.823899.11,15,32,22,26,29,20
Inter.NC_008533.0.823899.12,13,15,12,15,9,10
Inter.NC_008533.0.823899.13,14,14,11,17,10,12
Inter.NC_008533.0.823899.14,8,9,13,9,22,9
Inter.NC_008533.0.823899.15,3,8,2,7,8,5
Inter.NC_008533.0.823899.16,0,0,1,0,2,1
Inter.NC_008533.0.823899.17,3,0,0,0,0,0
Inter.NC_008533.0.823899.18,0,1,0,0,0,0
Inter.NC_008533.0.823899.19,0,0,0,0,0,0
Inter.NC_008533.0.823899.2,8,8,7,7,9,8
Inter.NC_008533.0.823899.20,1,1,0,0,3,1
Inter.NC_008533.0.823899.21,1,1,0,1,1,1
Inter.NC_008533.0.823899.22,0,1,0,3,0,0
Inter.NC_008533.0.823899.3,8,6,6,10,4,5
Inter.NC_008533.0.823899.4,9,12,6,7,4,7
Inter.NC_008533.0.823899.5,5,7,7,13,5,8
Inter.NC_008533.0.823899.6,9,13,6,5,6,5
Inter.NC_008533.0.823899.7,19,9,16,15,12,20
Inter.NC_008533.0.823899.8,12,16,6,17,9,8
Inter.NC_008533.0.823899.9,17,29,17,35,26,21
Inter.NC_008533.0.827669.0,3,3,3,0,1,1
Inter.NC_008533.0.827669.1,0,5,1,0,1,1
Inter.NC_008533.0.827669.2,1,3,1,0,0,0
Inter.NC_008533.0.827669.3,3,1,1,1,2,0
Inter.NC_008533.0.827669.4,0,2,2,1,4,1
Inter.NC_008533.0.827669.5,1,0,0,1,1,1
Inter.NC_008533.0.827669.6,1,0,1,2,0,2
Inter.NC_008533.0.827669.7,1,3,0,3,0,2
Inter.NC_008533.0.827669.8,0,0,1,0,0,1
Inter.NC_008533.0.827669.9,1,0,0,0,0,1
Inter.NC_008533.0.829461.0,0,0,0,0,0,0
Inter.NC_008533.0.831844.0,0,0,0,0,0,0
Inter.NC_008533.0.832931.0,0,0,0,1,0,0
Inter.NC_008533.0.833816.0,5,5,3,7,4,5
Inter.NC_008533.0.833816.1,4,1,6,4,2,1
Inter.NC_008533.0.833816.10,0,0,1,0,0,0
Inter.NC_008533.0.833816.11,0,1,0,0,0,0
Inter.NC_008533.0.833816.12,1,0,0,1,0,0
Inter.NC_008533.0.833816.14,0,0,0,0,0,0
Inter.NC_008533.0.833816.2,60,81,87,71,70,61
Inter.NC_008533.0.833816.3,159,245,213,159,186,181
Inter.NC_008533.0.833816.4,107,111,100,94,114,101
Inter.NC_008533.0.833816.5,152,189,167,149,157,159
Inter.NC_008533.0.833816.6,105,124,123,96,112,78
Inter.NC_008533.0.833816.7,81,119,95,100,100,74
Inter.NC_008533.0.833816.8,90,118,106,104,91,102
Inter.NC_008533.0.833816.9,75,78,66,56,66,50
Inter.NC_008533.0.836024.0,0,0,0,1,1,0
Inter.NC_008533.0.836024.1,1,2,0,0,0,0
Inter.NC_008533.0.836024.2,0,0,1,0,0,0
Inter.NC_008533.0.83672.0,0,0,0,0,0,1
Inter.NC_008533.0.837620.0,0,0,0,0,0,0
Inter.NC_008533.0.840395.0,0,0,1,0,0,0
Inter.NC_008533.0.841605.0,0,0,0,0,0,0
Inter.NC_008533.0.843678.0,0,2,3,3,2,1
Inter.NC_008533.0.843678.1,0,0,0,0,0,0
Inter.NC_008533.0.844427.0,1,0,0,0,1,0
Inter.NC_008533.0.845319.0,0,2,1,2,2,2
Inter.NC_008533.0.845676.0,0,0,1,0,0,0
Inter.NC_008533.0.846548.0,5,2,3,3,2,1
Inter.NC_008533.0.846548.1,4,2,8,2,6,2
Inter.NC_008533.0.846548.2,0,0,0,0,0,0
Inter.NC_008533.0.847293.0,1,3,2,2,0,1
Inter.NC_008533.0.847293.1,0,0,0,0,0,0
Inter.NC_008533.0.848049.0,5,4,4,9,9,8
Inter.NC_008533.0.848049.1,3,5,4,2,3,2
Inter.NC_008533.0.848049.12,0,0,0,0,0,0
Inter.NC_008533.0.848049.2,9,10,7,10,8,4
Inter.NC_008533.0.848049.3,6,5,10,7,14,10
Inter.NC_008533.0.848049.4,7,5,6,5,8,6
Inter.NC_008533.0.848049.5,7,9,9,9,6,6
Inter.NC_008533.0.848049.6,12,19,20,26,17,14
Inter.NC_008533.0.848049.7,2,4,2,5,4,3
Inter.NC_008533.0.848049.8,0,1,0,0,0,0
Inter.NC_008533.0.848049.9,0,0,0,0,0,1
Inter.NC_008533.0.851491.0,0,0,0,0,0,0
Inter.NC_008533.0.853195.0,1,1,0,0,1,0
Inter.NC_008533.0.854249.0,0,1,1,1,1,0
Inter.NC_008533.0.854249.1,0,1,0,0,1,0
Inter.NC_008533.0.855172.0,1,1,4,3,3,0
Inter.NC_008533.0.855172.1,0,0,2,0,0,0
Inter.NC_008533.0.855172.10,6,8,5,3,6,6
Inter.NC_008533.0.855172.11,10,15,7,11,8,11
Inter.NC_008533.0.855172.12,6,5,7,4,9,8
Inter.NC_008533.0.855172.13,4,8,8,11,11,9
Inter.NC_008533.0.855172.14,4,11,3,13,14,5
Inter.NC_008533.0.855172.15,4,2,3,2,0,3
Inter.NC_008533.0.855172.16,0,0,0,0,1,0
Inter.NC_008533.0.855172.2,8,6,10,10,13,4
Inter.NC_008533.0.855172.3,4,3,7,4,7,3
Inter.NC_008533.0.855172.4,8,12,8,8,7,13
Inter.NC_008533.0.855172.5,3,9,8,4,6,8
Inter.NC_008533.0.855172.6,2,3,2,5,4,6
Inter.NC_008533.0.855172.7,7,13,2,10,6,9
Inter.NC_008533.0.855172.8,7,14,7,16,12,15
Inter.NC_008533.0.855172.9,4,2,5,5,4,1
Inter.NC_008533.0.85586.0,0,0,1,0,0,0
Inter.NC_008533.0.85586.1,0,2,2,2,1,0
Inter.NC_008533.0.857429.0,0,1,0,0,0,1
Inter.NC_008533.0.8581.0,0,2,0,0,0,2
Inter.NC_008533.0.858129.0,0,0,0,0,0,0
Inter.NC_008533.0.860371.0,0,0,1,0,0,0
Inter.NC_008533.0.860371.1,0,0,0,0,1,0
Inter.NC_008533.0.860371.2,3,1,1,2,2,0
Inter.NC_008533.0.860371.3,0,0,2,0,0,0
Inter.NC_008533.0.861246.0,0,1,0,0,3,1
Inter.NC_008533.0.861246.1,0,0,0,1,0,0
Inter.NC_008533.0.862542.0,0,0,0,1,0,0
Inter.NC_008533.0.862542.2,1,2,1,2,0,0
Inter.NC_008533.0.863379.0,1,0,1,0,2,0
Inter.NC_008533.0.863612.0,2,0,0,1,2,1
Inter.NC_008533.0.86392.0,0,0,0,0,1,0
Inter.NC_008533.0.86392.1,0,1,1,0,0,0
Inter.NC_008533.0.864023.0,0,0,0,0,0,0
Inter.NC_008533.0.864461.0,0,0,1,1,0,0
Inter.NC_008533.0.864461.1,0,2,0,1,1,1
Inter.NC_008533.0.864461.2,0,0,0,2,0,2
Inter.NC_008533.0.865511.0,0,0,0,0,0,1
Inter.NC_008533.0.866460.0,0,1,1,1,0,1
Inter.NC_008533.0.86736.0,0,0,0,0,0,0
Inter.NC_008533.0.86736.1,1,1,0,0,0,0
Inter.NC_008533.0.86736.2,1,4,2,3,0,0
Inter.NC_008533.0.86736.3,0,0,1,0,0,0
Inter.NC_008533.0.868667.0,4,3,6,2,3,4
Inter.NC_008533.0.868667.1,128,165,149,141,152,134
Inter.NC_008533.0.868667.10,55,91,75,76,85,84
Inter.NC_008533.0.868667.11,154,228,201,154,174,162
Inter.NC_008533.0.868667.12,67,104,79,60,80,75
Inter.NC_008533.0.868667.13,156,224,170,170,183,187
Inter.NC_008533.0.868667.14,106,151,131,129,123,128
Inter.NC_008533.0.868667.15,76,124,127,101,101,110
Inter.NC_008533.0.868667.16,76,97,100,82,95,93
Inter.NC_008533.0.868667.17,0,0,0,0,0,0
Inter.NC_008533.0.868667.2,68,109,126,101,110,113
Inter.NC_008533.0.868667.3,169,265,231,181,198,241
Inter.NC_008533.0.868667.4,107,151,161,160,158,131
Inter.NC_008533.0.868667.5,109,143,122,114,125,122
Inter.NC_008533.0.868667.6,151,243,228,173,190,191
Inter.NC_008533.0.868667.7,116,139,147,125,144,146
Inter.NC_008533.0.868667.8,44,72,72,63,69,66
Inter.NC_008533.0.868667.9,90,125,125,108,117,116
Inter.NC_008533.0.870964.0,0,0,0,0,0,0
Inter.NC_008533.0.872277.0,1,0,0,0,0,0
Inter.NC_008533.0.87266.0,1,0,0,0,0,0
Inter.NC_008533.0.87489.0,0,0,0,0,0,0
Inter.NC_008533.0.87489.1,2,1,0,0,0,1
Inter.NC_008533.0.87489.2,1,0,2,1,0,0
Inter.NC_008533.0.87489.3,0,0,0,0,0,0
Inter.NC_008533.0.874941.0,0,0,0,0,0,0
Inter.NC_008533.0.874941.1,0,0,0,0,0,0
Inter.NC_008533.0.875363.0,0,0,0,0,0,1
